respondent_id,books_read_1year,print_books,audiobooks,ebooks,smartphone,ebook_reader,tablet,laptop,gender,age,education,is_frequent_reader
204812,5.0,yes,no,no, ,yes,yes,yes,,18.0,Two-year associate degree,1
204814,0.0, , , , ,no,yes,yes,,46.0,Postgraduate or professional degree,0
204816,20.0,no,no,yes, ,yes,yes,yes,,34.0,Postgraduate or professional degree,1
204821,2.0,yes,no,no, ,no,no,yes,,31.0,Postgraduate or professional degree,0
204824,1.0,yes,no,no, ,no,yes,no,,39.0,Less than high school,0
204825,0.0, , , , ,yes,yes,yes,,39.0,"Some college, no degree",0
204832,6.0,yes,no,no, ,yes,yes,yes,,16.0,High school graduate or GED,1
204834,3.0,yes,no,no, ,no,no,yes,,85.0,"Some college, no degree",0
204838,0.0, , , , ,no,no,no,,72.0,High school graduate or GED,0
204851,0.0, , , , ,no,no,no,,62.0,Less than high school,0
204863,5.0,yes,no,no, ,no,yes,yes,,63.0,Postgraduate or professional degree,1
204867,0.0, , , , ,no,no,no,,66.0,Four-year college degree or bachelor's degree,0
204874,10.0,yes,no,no, ,no,no,yes,,18.0,High school graduate or GED,1
204889,40.0,yes,no,no, ,no,yes,yes,,72.0,Unknown,1
204899,20.0,yes,no,yes, ,yes,yes,yes,,65.0,Four-year college degree or bachelor's degree,1
204905,5.0,yes,no,yes, ,yes,yes,yes,,35.0,Unknown,1
204908,8.0,yes,no,no, ,no,no,yes,,66.0,Unknown,1
204909,5.0,yes,no,no, ,no,no,yes,,67.0,Two-year associate degree,1
204911,4.0,yes,no,no, ,no,,yes,,77.0,"Some college, no degree",0
204914,0.0, , , , ,no,no,yes,,46.0,Postgraduate or professional degree,0
204916,12.0,yes,no,no, ,no,no,yes,,62.0,Unknown,1
204923,30.0,yes,no,no, ,no,no,yes,,72.0,Two-year associate degree,1
204924,6.0,yes,yes,no, ,yes,yes,yes,,18.0,Two-year associate degree,1
204929,5.0,yes,no,yes, ,yes,yes,yes,,50.0,Unknown,1
204930,10.0,yes,no,no, ,no,yes,yes,,50.0,Two-year associate degree,1
204935,0.0, , , , ,no,yes,yes,,20.0,Four-year college degree or bachelor's degree,0
204944,1.0,yes,no,no, ,no,no,yes,,19.0,Two-year associate degree,0
204946,3.0,yes,no,no, ,no,no,no,,,Postgraduate or professional degree,0
204949,6.0,yes,yes,no, ,no,yes,yes,,49.0,Postgraduate or professional degree,1
204952,10.0,yes,no,yes, ,no,yes,yes,,20.0,Two-year associate degree,1
204955,0.0, , , , ,no,yes,no,,36.0,Postgraduate or professional degree,0
204962,1.0,yes,no,no, ,no,yes,yes,,36.0,"Some college, no degree",0
204977,20.0,yes,yes,yes, ,no,yes,yes,,32.0,Four-year college degree or bachelor's degree,1
204985,10.0,yes,no,no, ,no,yes,yes,,25.0,Unknown,1
204987,0.0, , , , ,no,no,yes,,47.0,"Some college, no degree",0
204990,8.0,yes,no,no, ,no,no,no,,79.0,High school graduate or GED,1
205003,0.0, , , , ,no,no,yes,,23.0,Two-year associate degree,0
205010,25.0,yes,no,yes, ,no,yes,yes,,39.0,Unknown,1
205014,1.0,yes,no,no, ,no,no,no,,67.0,High school graduate or GED,0
205019,0.0, , , , ,no,yes,yes,,22.0,Four-year college degree or bachelor's degree,0
205021,10.0,yes,no,no, ,no,no,yes,,68.0,Unknown,1
205025,3.0,yes,no,no, ,no,no,yes,,64.0,Postgraduate or professional degree,0
205032,0.0, , , , ,no,yes,yes,,54.0,"Some college, no degree",0
205035,50.0,yes,no,yes, ,yes,no,yes,,67.0,Postgraduate or professional degree,1
205037,0.0, , , , ,yes,yes,yes,,41.0,Postgraduate or professional degree,0
205040,10.0,yes,yes,yes, ,no,yes,yes,,39.0,Postgraduate or professional degree,1
205045,97.0,no,yes,no, ,no,no,yes,,55.0,"Some college, no degree",1
205046,15.0,yes,no,no, ,no,no,yes,,23.0,Postgraduate or professional degree,1
205047,30.0,yes,no,no, ,no,no,yes,,59.0,Postgraduate or professional degree,1
205049,10.0,yes,no,no, ,no,no,yes,,48.0,Four-year college degree or bachelor's degree,1
205064,8.0,yes,yes,no, ,no,no,yes,,19.0,Two-year associate degree,1
205070,0.0, , , , ,no,no,no,,,Postgraduate or professional degree,0
205071,5.0,yes,no,no, ,yes,no,yes,,29.0,Unknown,1
205078,8.0,yes,no,no, ,no,no,yes,,53.0,Postgraduate or professional degree,1
205083,30.0,yes,no,yes, ,no,yes,yes,,39.0,"Some college, no degree",1
205085,2.0,yes,no,yes, ,no,yes,yes,,73.0,Postgraduate or professional degree,0
205086,0.0, , , , ,no,yes,no,,20.0,"Some college, no degree",0
205091,15.0,yes,no,yes, ,no,yes,yes,,26.0,Postgraduate or professional degree,1
205096,20.0,yes,no,yes, ,yes,yes,yes,,31.0,Unknown,1
205104,15.0,yes,no,no, ,no,yes,yes,,30.0,Postgraduate or professional degree,1
205108,1.0,yes,no,no, ,no,no,yes,,,Unknown,0
205110,3.0,no,yes,yes, ,yes,yes,yes,,55.0,Two-year associate degree,0
205118,97.0,yes,yes,no, ,no,yes,yes,,26.0,Postgraduate or professional degree,1
205121,15.0,yes,no,no, ,no,yes,yes,,25.0,Postgraduate or professional degree,1
205131,3.0,,no,no, ,no,no,no,,63.0,"Some college, no degree",0
205132,2.0,yes,yes,no, ,no,yes,yes,,28.0,Four-year college degree or bachelor's degree,0
205149,0.0, , , , ,no,no,yes,,60.0,Postgraduate or professional degree,0
205151,0.0, , , , ,no,no,no,,45.0,"Some college, no degree",0
205153,3.0,yes,no,yes, ,no,yes,no,,28.0,"Some college, no degree",0
205156,, , , , ,no,yes,yes,,50.0,Unknown,0
205162,1.0,yes,no,no, ,no,yes,no,,38.0,Two-year associate degree,0
205165,12.0,yes,yes,no, ,no,yes,yes,,17.0,"Some college, no degree",1
205168,3.0,yes,no,no, ,no,no,no,,51.0,Two-year associate degree,0
205176,0.0, , , , ,no,yes,yes,,44.0,Unknown,0
205178,3.0,yes,no,no, ,no,no,no,,55.0,Two-year associate degree,0
205186,2.0,yes,yes,yes, ,no,no,no,,17.0,High school graduate or GED,0
205189,12.0,yes,no,no, ,yes,yes,yes,,62.0,Unknown,1
205191,3.0,yes,no,no, ,no,no,no,,58.0,Two-year associate degree,0
205193,0.0, , , , ,no,no,no,,81.0,High school graduate or GED,0
205201,10.0,yes,no,yes, ,yes,yes,yes,,21.0,Two-year associate degree,1
205208,2.0,yes,no,no, ,yes,no,yes,,60.0,"Some college, no degree",0
205215,0.0, , , , ,no,yes,yes,,55.0,Unknown,0
205221,10.0,yes,no,yes, ,no,yes,no,,44.0,"Some college, no degree",1
205228,3.0,yes,no,no, ,no,no,no,,59.0,Two-year associate degree,0
205237,5.0,yes,yes,no, ,no,yes,yes,,79.0,Unknown,1
205250,4.0,yes,no,no, ,no,no,yes,,25.0,Unknown,0
205259,3.0,yes,no,no, ,no,yes,yes,,65.0,Postgraduate or professional degree,0
205261,0.0, , , , ,no,no,no,,47.0,"Some college, no degree",0
205264,0.0, , , , ,no,no,no,,46.0,High school graduate or GED,0
205267,3.0,yes,no,no, ,no,yes,no,,52.0,"Some college, no degree",0
205269,0.0, , , , ,no,no,yes,,19.0,"Some college, no degree",0
205277,12.0,no,no,yes, ,yes,no,yes,,40.0,"Some college, no degree",1
205278,15.0,yes,no,no, ,no,yes,yes,,62.0,Postgraduate or professional degree,1
205281,0.0, , , , ,no,no,yes,,53.0,"Some college, no degree",0
205284,4.0,yes,no,yes, ,no,yes,yes,,29.0,Unknown,0
205286,2.0,yes,no,no, ,no,yes,yes,,68.0,Four-year college degree or bachelor's degree,0
205294,10.0,yes,no,no, ,yes,yes,no,,41.0,Postgraduate or professional degree,1
205308,50.0,yes,no,yes, ,no,yes,yes,,17.0,High school graduate or GED,1
205311,20.0,yes,no,no, ,no,yes,yes,,17.0,High school graduate or GED,1
205312,25.0,yes,yes,yes, ,no,yes,yes,,44.0,"Some college, no degree",1
205313,2.0,yes,no,no, ,no,no,yes,,42.0,"Some college, no degree",0
205314,30.0,yes,no,yes, ,yes,yes,yes,,50.0,Postgraduate or professional degree,1
205321,12.0,yes,yes,no, ,no,yes,yes,,50.0,Unknown,1
205323,2.0,yes,no,no, ,no,no,yes,,42.0,"Some college, no degree",0
205326,6.0,yes,yes,no, ,no,no,yes,,27.0,Postgraduate or professional degree,1
205329,0.0, , , , ,no,no,no,,56.0,Less than high school,0
205343,18.0,yes,yes,yes, ,no,yes,yes,,45.0,"Some college, no degree",1
205347,5.0,yes,no,no, ,no,yes,yes,,60.0,Four-year college degree or bachelor's degree,1
205356,15.0,yes,no,yes, ,no,yes,yes,,22.0,Unknown,1
205366,4.0,yes,no,no, ,no,no,yes,,63.0,"Some college, no degree",0
205368,50.0,yes,no,yes, ,no,no,no,,72.0,"Some college, no degree",1
205379,3.0,yes,yes,yes, ,yes,yes,yes,,38.0,Postgraduate or professional degree,0
205381,2.0,yes,yes,no, ,yes,yes,yes,,62.0,Postgraduate or professional degree,0
205386,0.0, , , , ,no,yes,yes,,33.0,Two-year associate degree,0
205388,0.0, , , , ,no,no,yes,,25.0,Unknown,0
205395,97.0,yes,no,no, ,no,yes,yes,,43.0,Postgraduate or professional degree,1
205402,4.0,yes,no,yes, ,no,yes,yes,,78.0,Unknown,0
205403,4.0,yes,no,no, ,no,yes,yes,,65.0,Postgraduate or professional degree,0
205412,4.0,yes,no,no, ,no,yes,yes,,34.0,Unknown,0
205417,6.0,yes,no,no, ,yes,no,yes,,69.0,Unknown,1
205419,4.0,yes,no,yes, ,yes,yes,yes,,63.0,Unknown,0
205422,15.0,yes,no,yes, ,no,no,yes,,22.0,"Some college, no degree",1
205424,50.0,yes,no,yes, ,no,yes,yes,,42.0,Unknown,1
205427,8.0,yes,yes,yes, ,yes,no,yes,,64.0,Postgraduate or professional degree,1
205433,2.0,yes,no,yes, ,no,yes,yes,,33.0,Postgraduate or professional degree,0
205442,1.0,yes,no,no, ,yes,no,yes,,80.0,Four-year college degree or bachelor's degree,0
205451,0.0, , , , ,no,no,yes,,27.0,Postgraduate or professional degree,0
205452,2.0,yes,no,no, ,no,yes,yes,,47.0,High school graduate or GED,0
205453,15.0,yes,yes,no, ,no,yes,yes,,32.0,High school graduate or GED,1
205457,2.0,yes,no,no, ,no,no,no,,82.0,"Some college, no degree",0
205458,40.0,yes,no,no, ,no,no,yes,,62.0,Postgraduate or professional degree,1
205466,3.0,yes,no,yes, ,no,yes,yes,,52.0,Unknown,0
205468,0.0, , , , ,no,yes,yes,,21.0,Four-year college degree or bachelor's degree,0
205471,0.0, , , , ,no,yes,no,,67.0,Four-year college degree or bachelor's degree,0
205473,3.0,yes,no,no, ,no,no,yes,,25.0,Four-year college degree or bachelor's degree,0
205474,0.0, , , , ,no,no,yes,,47.0,High school graduate or GED,0
205477,5.0,yes,yes,no, ,no,no,yes,,55.0,Unknown,1
205480,8.0,yes,yes,yes, ,yes,yes,yes,,52.0,"Some college, no degree",1
205488,10.0,yes,yes,yes, ,no,yes,yes,,34.0,Postgraduate or professional degree,1
205493,3.0,yes,no,yes, ,no,yes,yes,,55.0,Unknown,0
205503,1.0,yes,no,no, ,no,yes,yes,,20.0,Two-year associate degree,0
205508,5.0,yes,no,no, ,no,yes,no,,36.0,Four-year college degree or bachelor's degree,1
205510,1.0,no,no,yes, ,no,no,yes,,64.0,Unknown,0
205515,97.0,yes,yes,no, ,no,yes,no,,47.0,Unknown,1
205521,3.0,yes,yes,no, ,yes,yes,yes,,46.0,Two-year associate degree,0
205535,5.0,yes,no,no, ,no,yes,yes,,17.0,High school graduate or GED,1
205536,72.0,yes,no,no, ,no,yes,yes,,54.0,Two-year associate degree,1
205540,1.0,yes,no,no, ,no,no,yes,,31.0,Two-year associate degree,0
205542,3.0,yes,no,no, ,no,no,yes,,71.0,Unknown,0
205548,3.0,yes,no,yes, ,yes,yes,yes,,45.0,Two-year associate degree,0
205554,6.0,yes,no,yes, ,no,yes,yes,,67.0,Four-year college degree or bachelor's degree,1
205559,97.0,yes,no,yes, ,no,no,yes,,27.0,Two-year associate degree,1
205563,20.0,yes,no,no, ,no,no,yes,,71.0,Unknown,1
205564,30.0,yes,yes,yes, ,yes,yes,yes,,69.0,Unknown,1
205571,4.0,yes,no,no, ,no,yes,yes,,31.0,"Some college, no degree",0
205576,0.0, , , , ,no,yes,yes,,50.0,"Some college, no degree",0
205578,2.0,yes,no,no, ,no,no,yes,,49.0,Less than high school,0
205586,30.0,yes,yes,yes, ,yes,yes,yes,,72.0,Unknown,1
205592,15.0,yes,no,yes, ,yes,yes,yes,,45.0,"Some college, no degree",1
205594,60.0,yes,no,no, ,no,no,yes,,53.0,Four-year college degree or bachelor's degree,1
205595,1.0,yes,no,no, ,no,yes,yes,,35.0,Postgraduate or professional degree,0
205610,4.0,yes,no,yes, ,no,yes,yes,,35.0,Two-year associate degree,0
205616,97.0,yes,no,yes, ,no,yes,yes,,52.0,Postgraduate or professional degree,1
205618,3.0,yes,no,no, ,no,yes,yes,,59.0,Unknown,0
205622,0.0, , , , ,no,yes,yes,,30.0,Postgraduate or professional degree,0
205627,3.0,yes,no,yes, ,no,no,no,,51.0,Four-year college degree or bachelor's degree,0
205629,12.0,yes,no,no, ,no,no,yes,,29.0,Postgraduate or professional degree,1
205633,20.0,yes,no,yes, ,yes,no,yes,,66.0,Unknown,1
205636,0.0, , , , ,no,yes,yes,,60.0,"Some college, no degree",0
205639,10.0,yes,no,yes, ,no,no,yes,,33.0,Unknown,1
205640,3.0,yes,no,no, ,no,no,yes,,19.0,Two-year associate degree,0
205643,6.0,yes,no,yes, ,yes,yes,yes,,27.0,Unknown,1
205645,20.0,yes,no,no, ,no,no,yes,,26.0,Postgraduate or professional degree,1
205652,20.0,yes,no,no, ,no,no,yes,,60.0,Unknown,1
205655,50.0,yes,no,no, ,no,no,yes,,75.0,"Some college, no degree",1
205662,7.0,yes,no,no, ,no,no,yes,,34.0,Unknown,1
205665,6.0,yes,no,yes, ,no,yes,no,,26.0,"Some college, no degree",1
205668,3.0,no,yes,yes, ,no,no,yes,,31.0,"Some college, no degree",0
205673,8.0,yes,no,no, ,yes,yes,no,,38.0,Two-year associate degree,1
205678,20.0,yes,no,no, ,no,yes,no,,35.0,"Some college, no degree",1
205691,5.0,yes,no,no, ,no,yes,yes,,20.0,Two-year associate degree,1
205692,97.0,yes,no,no, ,no,yes,yes,,66.0,Two-year associate degree,1
205705,10.0,yes,yes,yes, ,yes,no,yes,,17.0,High school graduate or GED,1
205717,15.0,yes,no,no, ,no,yes,yes,,,Four-year college degree or bachelor's degree,1
205722,7.0,yes,yes,yes, ,yes,yes,yes,,25.0,High school graduate or GED,1
205744,6.0,yes,no,no, ,no,yes,no,,70.0,Four-year college degree or bachelor's degree,1
205747,5.0,yes,no,no, ,no,no,yes,,56.0,Unknown,1
205754,3.0,yes,no,yes, ,no,no,yes,,40.0,Four-year college degree or bachelor's degree,0
205758,8.0,yes,no,yes, ,yes,no,yes,,56.0,Unknown,1
205760,6.0,yes,yes,no, ,no,no,yes,,24.0,Two-year associate degree,1
205764,11.0,yes,yes,no, ,yes,yes,yes,,48.0,"Some college, no degree",1
205771,10.0,yes,no,yes, ,no,yes,yes,,25.0,"Some college, no degree",1
205783,2.0,yes,no,no, ,no,no,no,,55.0,"Some college, no degree",0
205802,0.0, , , , ,no,no,no,,34.0,Less than high school,0
205803,6.0,yes,no,no, ,yes,yes,yes,,16.0,High school graduate or GED,1
205816,3.0,yes,yes,no, ,no,yes,yes,,51.0,Unknown,0
205817,2.0,yes,no,no, ,no,yes,yes,,66.0,Postgraduate or professional degree,0
205832,1.0,yes,yes,yes, ,no,no,no,,39.0,Less than high school,0
205849,3.0,no,no,no, ,no,no,no,,38.0,Less than high school,0
205856,0.0, , , , ,no,no,yes,,29.0,Two-year associate degree,0
205861,20.0,yes,no,no, ,no,yes,yes,,39.0,High school graduate or GED,1
